City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Mangrol,IN,2021-03-20 20:27:39,21.1167,70.1167,75.97,66,0,10.04
274,Saldanha,ZA,2021-03-20 20:27:39,-33.0117,17.9442,62.6,67,0,13.8
275,Coahuayana,MX,2021-03-20 20:27:40,18.7333,-103.6833,87.8,35,40,7.4
276,San Patricio,US,2021-03-20 20:27:40,28.017,-97.5169,69.01,49,20,4.61
277,Lazaro Cardenas,MX,2021-03-20 20:27:41,17.9583,-102.2,85.12,52,0,10.85
278,Laramie,US,2021-03-20 20:27:18,41.3114,-105.5911,57.2,19,1,19.57
279,Raudeberg,NO,2021-03-20 20:27:41,61.9875,5.1352,37.0,90,99,20.54
280,Chapada Dos Guimaraes,BR,2021-03-20 20:27:42,-15.4606,-55.7497,87.8,58,40,5.75
281,Ciudad Bolivar,VE,2021-03-20 20:27:42,8.1222,-63.5497,91.94,36,97,11.63
282,Sankrail,IN,2021-03-20 20:27:42,22.55,88.2,80.6,74,40,5.5
283,Kutum,SD,2021-03-20 20:27:43,14.2,24.6667,75.81,14,6,14.5
284,Mikulov,CZ,2021-03-20 20:27:43,48.8056,16.6378,28.99,75,40,1.01
285,Isangel,VU,2021-03-20 20:27:43,-19.55,169.2667,77.0,83,75,8.84
286,Qaqortoq,GL,2021-03-20 20:27:43,60.7167,-46.0333,32.0,93,90,1.14
287,Ostrovnoy,RU,2021-03-20 20:27:44,68.0531,39.5131,17.38,91,50,15.59
288,Sinnamary,GF,2021-03-20 20:27:44,5.3833,-52.95,79.75,79,38,10.16
289,Kaitangata,NZ,2021-03-20 20:27:45,-46.2817,169.8464,57.99,77,77,3.0
290,Kiruna,SE,2021-03-20 20:27:45,67.8557,20.2251,30.2,100,90,11.5
291,Olden,NO,2021-03-20 20:27:45,61.8364,6.8064,37.0,85,97,4.0
292,Ketchikan,US,2021-03-20 20:24:57,55.3422,-131.6461,37.4,81,90,12.66
293,Nevsehir,TR,2021-03-20 20:24:34,38.9167,34.6667,42.8,70,75,6.91
294,Cabedelo,BR,2021-03-20 20:27:46,-6.9811,-34.8339,82.4,74,20,13.8
295,Milkovo,RU,2021-03-20 20:27:46,54.7167,158.6167,6.98,82,56,1.61
296,Rayong,TH,2021-03-20 20:27:46,12.8333,101.4333,87.01,83,2,5.35
297,Lavrentiya,RU,2021-03-20 20:27:47,65.5833,-171.0,-1.98,84,100,14.07
298,Aginskoye,RU,2021-03-20 20:27:47,51.1,114.53,16.2,84,92,10.6
299,Roald,NO,2021-03-20 20:27:47,62.5833,6.1333,37.99,75,75,12.66
300,Vigrestad,NO,2021-03-20 20:27:48,58.5667,5.7,43.0,95,100,8.01
301,Kamina,CD,2021-03-20 20:27:48,-8.7386,24.9906,66.07,92,95,2.24
302,Morgan City,US,2021-03-20 20:27:49,29.6994,-91.2068,63.0,63,90,9.22
303,Maxixe,MZ,2021-03-20 20:26:36,-23.8597,35.3472,78.8,83,20,2.66
304,Port Hardy,CA,2021-03-20 20:27:49,50.6996,-127.4199,41.0,87,90,5.75
305,Port Lincoln,AU,2021-03-20 20:27:49,-34.7333,135.8667,68.34,77,0,8.39
306,Vartej,IN,2021-03-20 20:27:49,21.7333,72.0667,76.28,57,0,8.48
307,Leshukonskoye,RU,2021-03-20 20:27:50,64.8989,45.7622,12.97,94,99,6.64
308,Chipinge,ZW,2021-03-20 20:27:50,-20.1883,32.6236,63.43,77,0,5.37
309,Cherrapunji,IN,2021-03-20 20:23:43,25.3,91.7,59.7,36,36,3.96
310,Avera,US,2021-03-20 20:27:51,33.194,-82.5271,57.2,35,1,14.97
311,San Cristobal,VE,2021-03-20 20:27:51,7.7669,-72.225,82.4,61,40,10.36
312,Sept-Iles,CA,2021-03-20 20:27:51,50.2001,-66.3821,32.0,59,20,6.91
313,Karlivka,UA,2021-03-20 20:27:52,49.4567,35.1295,32.11,90,46,6.49
314,Sagua La Grande,CU,2021-03-20 20:27:52,22.8067,-80.0756,77.0,69,75,10.36
315,Hamilton,US,2021-03-20 20:24:51,39.1834,-84.5333,61.0,20,1,6.91
316,Kurumkan,RU,2021-03-20 20:27:52,54.3,110.3,17.13,93,83,3.15
317,Iralaya,HN,2021-03-20 20:27:53,15.0,-83.2333,86.0,70,40,5.75
318,Klichka,RU,2021-03-20 20:27:53,50.4457,117.996,8.49,84,0,4.0
319,Kiunga,PG,2021-03-20 20:27:53,-6.1219,141.2906,73.13,99,100,2.77
320,Isla Mujeres,MX,2021-03-20 20:27:54,21.2311,-86.731,78.8,61,75,10.36
321,Torbay,CA,2021-03-20 20:27:54,47.6666,-52.7314,26.01,68,75,18.41
322,Nerchinskiy Zavod,RU,2021-03-20 20:27:54,51.3088,119.61,3.52,87,20,3.04
323,Twentynine Palms,US,2021-03-20 20:27:55,34.1356,-116.0542,71.01,35,75,4.61
324,Tongzi,CN,2021-03-20 20:27:55,28.7829,105.0877,49.71,80,100,10.07
325,Yaransk,RU,2021-03-20 20:27:55,57.3033,47.8861,14.81,96,100,7.29
326,Opuwo,NA,2021-03-20 20:27:56,-18.0607,13.84,73.35,69,89,4.36
327,Emba,KZ,2021-03-20 20:27:56,48.8264,58.1442,24.53,96,100,9.8
328,Codajas,BR,2021-03-20 20:27:56,-3.8367,-62.0569,77.38,95,99,3.71
329,Zhob,PK,2021-03-20 20:27:57,31.3411,69.4481,62.11,49,84,2.8
330,Quesnel,CA,2021-03-20 20:27:57,52.9999,-122.5029,39.2,45,75,11.5
331,Leningradskiy,RU,2021-03-20 20:27:57,69.3833,178.4167,-12.62,86,100,0.65
332,Khani,GE,2021-03-20 20:27:58,41.9563,42.9566,44.6,93,90,1.14
333,Nchelenge,ZM,2021-03-20 20:27:58,-9.3451,28.734,72.7,79,57,4.09
334,Georgetown,MY,2021-03-20 20:26:06,5.4112,100.3354,82.99,83,20,3.44
335,Manchester,GB,2021-03-20 20:27:59,53.4809,-2.2374,46.99,81,90,16.11
336,Stokmarknes,NO,2021-03-20 20:27:59,68.5646,14.9108,34.0,75,99,13.0
337,Asyut,EG,2021-03-20 20:27:59,27.181,31.1837,84.2,23,0,10.36
338,Leon,MX,2021-03-20 20:24:57,21.1167,-101.6667,80.01,21,40,5.41
339,Ulaangom,MN,2021-03-20 20:28:00,49.9811,92.0667,2.61,90,95,3.02
340,Faya,SA,2021-03-20 20:28:00,18.3851,42.4509,64.4,59,0,4.61
341,Namibe,AO,2021-03-20 20:28:01,-15.1961,12.1522,73.71,74,35,5.21
342,Voh,NC,2021-03-20 20:28:01,-20.9667,164.7,73.13,86,56,4.41
343,Bon Accord,CA,2021-03-20 20:28:01,53.8335,-113.4187,51.01,34,20,6.91
344,Visakhapatnam,IN,2021-03-20 20:28:02,17.69,83.2093,78.8,83,40,2.3
345,Beloha,MG,2021-03-20 20:28:02,-25.1667,45.05,75.49,77,5,8.9
346,Oruro,BO,2021-03-20 20:23:16,-17.9833,-67.15,57.18,40,92,5.97
347,Bilma,NE,2021-03-20 20:28:03,18.6853,12.9164,88.09,14,7,5.06
348,Coihaique,CL,2021-03-20 20:24:11,-45.5752,-72.0662,62.6,48,40,9.22
349,Ambulu,ID,2021-03-20 20:28:03,-8.345,113.6058,75.58,88,25,2.66
350,Sabzevar,IR,2021-03-20 20:28:03,36.2126,57.6819,52.29,38,2,5.77
351,Berlevag,NO,2021-03-20 20:28:04,70.8578,29.0864,31.1,81,97,16.62
352,Sitka,US,2021-03-20 20:28:04,57.0531,-135.33,35.6,64,90,10.36
353,Bastrop,US,2021-03-20 20:28:04,32.7562,-91.8724,61.0,48,90,4.61
354,Rio Grande,BR,2021-03-20 20:28:05,-32.035,-52.0986,82.4,65,0,23.02
355,Nome,US,2021-03-20 20:28:05,64.5011,-165.4064,10.4,61,1,21.85
356,Churapcha,RU,2021-03-20 20:28:06,62.0025,132.4325,12.83,93,100,7.87
357,Storsteinnes,NO,2021-03-20 20:28:06,69.2408,19.2344,30.2,80,75,8.05
358,Vilyuysk,RU,2021-03-20 20:28:06,63.7553,121.6247,10.09,88,100,16.42
359,Lhokseumawe,ID,2021-03-20 20:27:12,5.1801,97.1507,78.53,81,95,2.66
360,Acari,PE,2021-03-20 20:28:07,-15.4311,-74.6158,81.52,56,25,11.65
361,Tezu,IN,2021-03-20 20:28:07,27.9167,96.1667,76.53,35,83,4.29
362,Portoferraio,IT,2021-03-20 20:28:07,42.8115,10.3146,46.0,60,0,17.27
363,Alice Springs,AU,2021-03-20 20:28:07,-23.7,133.8833,66.2,82,90,10.36
364,Navalgund,IN,2021-03-20 20:28:08,15.5667,75.3667,74.61,53,9,2.91
365,Jieshi,CN,2021-03-20 20:28:08,22.8134,115.8257,73.99,79,7,1.01
366,Mareeba,AU,2021-03-20 20:28:08,-17.0,145.4333,69.8,94,69,1.72
367,Port Elizabeth,ZA,2021-03-20 20:28:09,-33.918,25.5701,66.2,94,40,17.27
368,Nantucket,US,2021-03-20 20:25:19,41.2835,-70.0995,42.8,56,1,13.8
369,Ust-Kulom,RU,2021-03-20 20:28:09,61.6864,53.6902,15.08,96,82,5.88
370,Darlowo,PL,2021-03-20 20:28:10,54.421,16.4107,35.01,62,100,24.0
371,Cuenca,EC,2021-03-20 20:28:10,-2.8833,-78.9833,68.0,52,75,12.66
372,Carauari,BR,2021-03-20 20:24:05,-4.8828,-66.8958,75.61,90,100,3.62
373,Khatanga,RU,2021-03-20 20:28:10,71.9667,102.5,-37.39,97,17,10.04
374,Touros,BR,2021-03-20 20:28:11,-5.1989,-35.4608,82.4,65,20,13.8
375,Marawi,PH,2021-03-20 20:28:11,7.9986,124.2928,75.0,92,0,4.0
376,Alta Floresta,BR,2021-03-20 20:28:11,-9.8756,-56.0861,82.4,69,40,1.14
377,Kununurra,AU,2021-03-20 20:28:11,-15.7667,128.7333,75.2,100,89,6.33
378,Lasa,IT,2021-03-20 20:28:12,46.6166,10.7002,41.0,50,0,9.22
379,Hayden,US,2021-03-20 20:28:12,47.766,-116.7866,48.2,49,40,12.66
380,Vung Tau,VN,2021-03-20 20:28:12,10.346,107.0843,78.53,85,94,13.11
381,Atbasar,KZ,2021-03-20 20:28:13,51.8,68.3333,28.15,91,98,19.86
382,Yantal,RU,2021-03-20 20:28:13,56.8471,105.2542,24.39,94,100,7.99
383,Eureka,US,2021-03-20 20:23:58,40.8021,-124.1637,55.0,73,94,4.0
384,Taga,RO,2021-03-20 20:28:14,46.95,24.05,30.2,80,20,2.01
385,Dinard,FR,2021-03-20 20:28:14,48.6314,-2.0614,44.6,81,0,10.36
386,Diego De Almagro,CL,2021-03-20 20:28:14,-26.3667,-70.05,77.79,25,0,15.19
387,Massakory,TD,2021-03-20 20:28:15,12.996,15.7293,91.63,29,0,13.42
388,Huambo,AO,2021-03-20 20:28:15,-12.7761,15.7392,62.49,90,100,4.41
389,Tabuk,PH,2021-03-20 20:28:16,17.4189,121.4443,72.63,92,84,2.37
390,Slave Lake,CA,2021-03-20 20:24:16,55.2834,-114.769,48.2,31,75,8.05
391,Alihe,CN,2021-03-20 20:28:16,50.5667,123.7167,16.66,96,80,2.33
392,Pasinler,TR,2021-03-20 20:28:17,39.9803,41.6764,32.0,100,75,4.61
393,West Wendover,US,2021-03-20 20:28:17,40.7391,-114.0733,42.8,70,90,16.17
394,Bonavista,CA,2021-03-20 20:28:17,48.6499,-53.1147,26.01,74,100,6.91
395,Jumla,NP,2021-03-20 20:28:17,29.2747,82.1838,41.25,72,7,3.22
396,Tonantins,BR,2021-03-20 20:28:18,-2.8731,-67.8022,80.98,74,100,5.32
397,Dubna,RU,2021-03-20 20:27:10,56.7333,37.1667,18.43,87,65,5.01
398,Nemuro,JP,2021-03-20 20:28:18,43.3236,145.575,30.47,85,100,15.86
399,Turka,UA,2021-03-20 20:28:18,49.1541,23.0297,24.01,75,0,0.18
400,Odweyne,SO,2021-03-20 20:28:19,9.4092,45.064,70.39,27,0,8.21
401,Pokaran,IN,2021-03-20 20:28:19,26.9167,71.9167,78.51,19,0,6.17
402,Chapais,CA,2021-03-20 20:25:20,49.7834,-74.8492,48.2,34,1,16.11
403,Mattawa,US,2021-03-20 20:27:13,46.7379,-119.9028,46.0,44,85,5.99
404,Qingdao,CN,2021-03-20 20:23:25,36.0986,120.3719,44.6,39,0,11.18
405,Winfield,US,2021-03-20 20:24:47,37.2398,-96.9956,64.4,22,1,17.27
406,Senanga,ZM,2021-03-20 20:28:20,-16.1167,23.2667,70.32,76,36,3.0
407,Tahoua,NE,2021-03-20 20:28:20,14.8888,5.2692,91.4,13,37,8.25
408,Kralendijk,BQ,2021-03-20 20:28:20,12.15,-68.2667,84.2,65,40,13.8
409,Shaunavon,CA,2021-03-20 20:28:21,49.6501,-108.4181,44.6,42,100,11.5
410,Prieska,ZA,2021-03-20 20:28:21,-29.6641,22.7474,70.18,65,34,4.5
411,Zorritos,PE,2021-03-20 20:28:21,-3.6805,-80.6782,84.2,74,40,9.22
412,Quiroga,MX,2021-03-20 20:28:22,19.6667,-101.5333,82.4,21,40,6.91
413,Malanville,BJ,2021-03-20 20:28:22,11.8685,3.3899,89.92,16,22,5.35
414,Rabo De Peixe,PT,2021-03-20 20:28:22,37.8,-25.5833,59.0,72,75,9.22
415,Port Hedland,AU,2021-03-20 20:28:23,-20.3167,118.5667,69.8,78,3,6.91
416,Dunedin,NZ,2021-03-20 20:28:23,-45.8742,170.5036,57.0,74,34,7.0
417,Kilrush,IE,2021-03-20 20:28:23,52.6397,-9.4833,48.2,93,75,6.91
418,Tonj,SS,2021-03-20 20:28:23,7.2737,28.6822,87.13,39,28,4.65
419,Pacific Grove,US,2021-03-20 20:26:04,36.6177,-121.9166,57.2,58,1,11.5
420,Usinsk,RU,2021-03-20 20:28:24,65.9939,57.5281,7.09,96,79,2.89
421,Harrisonville,US,2021-03-20 20:28:25,38.6533,-94.3488,60.01,33,1,8.05
422,Minab,IR,2021-03-20 20:28:25,27.1467,57.0801,71.6,78,0,6.91
423,Zanzibar,TZ,2021-03-20 20:28:25,-6.1639,39.1979,80.6,83,20,6.91
424,Westerland,DE,2021-03-20 20:28:25,54.9079,8.3033,41.0,94,100,13.0
425,Icatu,BR,2021-03-20 20:28:26,-2.7758,-44.0658,84.2,70,75,9.22
426,Beringovskiy,RU,2021-03-20 20:28:26,63.05,179.3167,-3.73,89,100,13.69
427,Changji,CN,2021-03-20 20:28:27,44.0167,87.3167,26.6,80,0,4.47
428,Bekhtery,UA,2021-03-20 20:28:27,46.251,32.2927,32.0,86,0,8.95
429,Gisborne,NZ,2021-03-20 20:28:27,-38.6533,178.0042,57.99,92,99,8.01
430,Iqaluit,CA,2021-03-20 20:24:23,63.7506,-68.5145,-4.0,71,40,13.8
431,Santiago,CL,2021-03-20 20:28:28,-33.4569,-70.6483,81.0,27,0,5.75
432,Santiago Del Estero,AR,2021-03-20 20:26:29,-27.7951,-64.2615,70.56,79,87,10.87
433,Richards Bay,ZA,2021-03-20 20:28:23,-28.783,32.0377,72.81,89,58,1.92
434,Embu,BR,2021-03-20 20:28:29,-23.6489,-46.8522,77.0,73,20,14.97
435,Erzin,TR,2021-03-20 20:28:29,36.9559,36.2,57.99,69,0,5.99
436,Camopi,GF,2021-03-20 20:28:29,3.1655,-52.3158,79.48,92,58,3.67
437,Itanhaem,BR,2021-03-20 20:28:29,-24.1831,-46.7889,84.99,78,20,6.91
438,Grimshaw,CA,2021-03-20 20:28:30,56.1834,-117.6027,32.0,69,75,17.27
439,Mitu,CO,2021-03-20 20:28:30,1.1983,-70.1733,82.17,78,95,3.74
440,Tual,ID,2021-03-20 20:28:31,-5.6667,132.75,83.66,67,100,4.36
441,Port Hueneme,US,2021-03-20 20:26:18,34.1478,-119.1951,69.8,45,20,17.27
442,Kismayo,SO,2021-03-20 20:28:31,-0.3582,42.5454,79.79,79,19,13.22
443,Oriximina,BR,2021-03-20 20:28:31,-1.7656,-55.8661,83.71,78,63,3.53
444,Kawambwa,ZM,2021-03-20 20:28:32,-9.7915,29.0791,64.58,91,71,3.42
445,Norsup,VU,2021-03-20 20:28:32,-16.0667,167.3833,77.32,85,100,1.61
446,Uige,AO,2021-03-20 20:28:33,-7.6087,15.0613,68.49,96,86,0.98
447,Kenai,US,2021-03-20 20:28:33,60.5544,-151.2583,17.6,67,75,21.85
448,Chumikan,RU,2021-03-20 20:28:33,54.7183,135.315,11.57,90,51,5.26
449,Lagoa,PT,2021-03-20 20:28:34,39.05,-27.9833,58.15,80,99,12.15
450,Alofi,NU,2021-03-20 20:28:34,-19.0595,-169.9187,82.4,83,40,5.75
451,Nalut,LY,2021-03-20 20:28:35,30.3333,10.85,73.69,14,81,13.6
452,Kavieng,PG,2021-03-20 20:28:35,-2.5744,150.7967,82.99,75,57,9.48
453,Jalu,LY,2021-03-20 20:28:35,29.0331,21.5482,79.65,14,99,9.66
454,Narok,KE,2021-03-20 20:24:10,-1.0783,35.8601,62.98,80,78,8.23
455,Labuhan,ID,2021-03-20 20:28:36,-6.8844,112.2051,78.4,86,97,9.91
456,Srednekolymsk,RU,2021-03-20 20:28:36,67.45,153.6833,-15.2,89,0,1.5
457,Port Macquarie,AU,2021-03-20 20:28:36,-31.4333,152.9167,71.6,94,90,17.27
458,Road Town,VG,2021-03-20 20:27:49,18.4167,-64.6167,80.6,65,40,16.11
459,Barra Patuca,HN,2021-03-20 20:28:37,15.8,-84.2833,82.24,61,9,7.11
460,College,US,2021-03-20 20:28:37,64.8569,-147.8028,12.99,51,1,4.61
461,Camacha,PT,2021-03-20 20:28:37,33.0833,-16.3333,60.8,67,75,13.8
462,Juneau,US,2021-03-20 20:28:38,58.3019,-134.4197,32.0,86,90,7.43
463,Never,FR,2021-03-20 20:28:38,46.9896,3.159,36.0,71,0,6.53
464,Doha,QA,2021-03-20 20:26:18,25.2867,51.5333,71.6,46,0,11.5
465,Katherine,AU,2021-03-20 20:28:39,-14.4667,132.2667,77.0,94,40,3.44
466,Vryburg,ZA,2021-03-20 20:28:39,-26.9566,24.7284,63.39,74,98,6.51
467,Manadhoo,MV,2021-03-20 20:28:39,5.7667,73.3833,82.83,73,0,8.34
468,Sol-Iletsk,RU,2021-03-20 20:28:39,51.1631,54.9918,21.36,96,100,7.14
469,Belmonte,BR,2021-03-20 20:28:40,-15.8631,-38.8828,86.0,70,40,9.22
470,Petatlan,MX,2021-03-20 20:28:40,17.5167,-101.2667,87.8,62,1,9.22
471,Tura,IN,2021-03-20 20:28:40,25.5198,90.2201,72.07,33,0,2.51
472,Denpasar,ID,2021-03-20 20:28:41,-8.65,115.2167,80.6,83,75,10.36
473,Kangaba,ML,2021-03-20 20:28:41,11.9333,-8.4167,88.02,39,99,3.24
474,Jiangyou,CN,2021-03-20 20:28:41,31.7667,104.7167,50.45,79,100,2.55
475,Yulara,AU,2021-03-20 20:28:42,-25.2406,130.9889,64.4,100,90,6.91
476,Polunochnoye,RU,2021-03-20 20:28:42,60.8697,60.4153,1.26,94,99,6.35
477,Bandar-E Lengeh,IR,2021-03-20 20:28:42,26.5579,54.8807,73.53,54,0,17.69
478,Namatanai,PG,2021-03-20 20:28:42,-3.6667,152.4333,80.06,75,63,5.44
479,Novoalekseyevskaya,RU,2021-03-20 20:28:43,44.8189,40.9339,33.87,95,61,5.64
480,Iwaki,JP,2021-03-20 20:24:27,37.05,140.8833,59.0,83,100,14.94
481,Peleduy,RU,2021-03-20 20:28:43,59.6289,112.7406,4.95,91,100,7.52
482,Posyet,RU,2021-03-20 20:28:44,42.6508,130.8046,33.4,98,100,9.22
483,Cooma,AU,2021-03-20 20:28:44,-36.2333,149.1333,55.4,100,90,10.36
484,Mana,GF,2021-03-20 20:28:44,5.6592,-53.7767,79.41,81,47,9.48
485,Belyy Yar,RU,2021-03-20 20:28:44,53.6039,91.3903,10.4,92,97,2.24
486,Tevaitoa,PF,2021-03-20 20:28:45,-16.7833,-151.5,83.03,62,0,4.63
487,Samarai,PG,2021-03-20 20:28:45,-10.6167,150.6667,82.78,77,100,7.25
488,Lokosovo,RU,2021-03-20 20:28:46,61.1333,74.8167,21.94,96,99,6.6
489,Lebedinyy,RU,2021-03-20 20:28:46,58.5167,125.5167,5.76,90,72,12.68
490,Baykit,RU,2021-03-20 20:28:46,61.67,96.37,-7.91,87,100,7.02
491,Marquard,ZA,2021-03-20 20:28:47,-28.6645,27.4305,58.42,80,77,7.78
492,Glens Falls,US,2021-03-20 20:28:47,43.3095,-73.644,54.0,30,1,8.05
493,Mezen,RU,2021-03-20 20:28:47,65.8522,44.24,15.35,92,94,9.62
494,Altamira,BR,2021-03-20 20:25:08,-3.2033,-52.2064,87.8,62,20,2.3
495,Makakilo City,US,2021-03-20 20:26:15,21.3469,-158.0858,78.8,53,1,14.97
496,Dukat,RU,2021-03-20 20:28:48,62.55,155.55,-13.88,52,0,1.52
497,San Quintin,MX,2021-03-20 20:28:48,30.4833,-115.95,65.37,68,0,23.2
498,Lengyeltoti,HU,2021-03-20 20:28:49,46.6701,17.644,33.01,47,0,11.5
499,Mus,TR,2021-03-20 20:24:34,39.0,41.75,30.81,90,66,1.99
500,Lakatoro,VU,2021-03-20 20:28:49,-16.0999,167.4164,77.29,84,100,1.7
501,San Luis,AR,2021-03-20 20:27:13,-33.295,-66.3356,72.28,39,21,13.58
502,Sumbe,AO,2021-03-20 20:28:50,-11.2061,13.8437,80.02,82,64,6.46
503,Codrington,AU,2021-03-20 20:28:50,-38.2667,141.9667,59.14,89,100,6.62
504,Troitsko-Pechorsk,RU,2021-03-20 20:28:51,62.7084,56.1964,13.53,96,100,1.43
505,Awjilah,LY,2021-03-20 20:28:51,29.1081,21.2869,78.24,15,89,9.08
506,Killam,CA,2021-03-20 20:28:51,52.7834,-111.8518,55.4,19,26,11.5
507,Bezhetsk,RU,2021-03-20 20:28:52,57.7851,36.6965,15.82,82,90,8.03
508,Puerto Escondido,MX,2021-03-20 20:28:52,15.85,-97.0667,84.2,74,1,11.5
509,Cabanas,CU,2021-03-20 20:28:52,22.9758,-82.9219,75.2,60,75,11.5
510,Muisne,EC,2021-03-20 20:28:53,0.6,-80.0333,87.8,74,40,5.75
511,Staraya Russa,RU,2021-03-20 20:28:53,57.9944,31.3608,25.05,70,100,10.65
512,Wawa,NG,2021-03-20 20:24:24,9.9022,4.4192,89.15,37,39,4.38
513,Dalvik,IS,2021-03-20 20:28:53,65.9702,-18.5286,39.2,70,90,21.85
514,Kibara,TZ,2021-03-20 20:26:03,-2.15,33.45,71.6,83,20,3.51
515,Rafaela,AR,2021-03-20 20:28:54,-31.2503,-61.4867,71.01,68,100,3.0
516,Green River,US,2021-03-20 20:28:54,41.5286,-109.4662,48.2,46,20,24.16
517,Anadyr,RU,2021-03-20 20:28:55,64.75,177.4833,-7.01,71,0,8.95
518,Majene,ID,2021-03-20 20:28:55,-3.5403,118.9707,78.82,80,94,6.02
519,Batagay-Alyta,RU,2021-03-20 20:28:55,67.8006,130.4114,-7.46,96,100,0.22
520,Kampene,CD,2021-03-20 20:28:56,-3.6,26.6667,70.59,93,100,1.7
521,Tiarei,PF,2021-03-20 20:28:56,-17.5333,-149.3333,87.8,66,75,13.8
522,Pinos Puente,ES,2021-03-20 20:28:56,37.2511,-3.7497,46.4,49,20,6.91
523,Kashi,CN,2021-03-20 20:28:57,39.4547,75.9797,46.4,34,40,4.47
524,Inuvik,CA,2021-03-20 20:28:57,68.3499,-133.7218,-9.4,70,79,1.14
525,Gawler,AU,2021-03-20 20:25:15,-34.6,138.7333,72.0,53,0,8.99
526,Kahului,US,2021-03-20 20:28:57,20.8947,-156.47,73.4,94,40,21.85
527,Krutinka,RU,2021-03-20 20:28:58,56.0055,71.5113,29.46,95,100,15.03
528,Dwarka,IN,2021-03-20 20:28:58,22.2394,68.9678,76.8,80,0,14.72
529,Gander,CA,2021-03-20 20:27:25,48.9682,-54.5906,23.0,68,75,14.97
530,Bajil,YE,2021-03-20 20:28:59,15.0584,43.2851,82.47,60,2,4.5
531,Mnogovershinnyy,RU,2021-03-20 20:28:59,53.9353,139.9242,13.17,78,24,2.95
532,Ambilobe,MG,2021-03-20 20:28:59,-13.2,49.05,75.47,92,100,2.53
533,Auki,SB,2021-03-20 20:29:00,-8.7676,160.7034,77.65,89,90,5.7
534,Esso,RU,2021-03-20 20:29:00,55.9333,158.7,-3.59,91,0,5.21
535,Udachnyy,RU,2021-03-20 20:29:00,66.4167,112.4,-23.4,94,100,35.9
536,Pindwara,IN,2021-03-20 20:29:01,24.8,73.0667,72.64,29,5,2.42
537,Messina,IT,2021-03-20 20:24:44,38.1933,15.5497,55.4,82,40,4.61
538,Mafinga,TZ,2021-03-20 20:29:01,-7.25,35.0667,69.78,77,46,2.46
539,Humaita,BR,2021-03-20 20:29:01,-7.5061,-63.0208,73.47,98,100,3.76
540,Socorro,US,2021-03-20 20:29:02,31.6546,-106.3033,77.0,14,1,4.61
541,Vao,NC,2021-03-20 20:29:02,-22.6667,167.4833,75.63,76,0,18.59
542,Port Arthur,CN,2021-03-20 20:27:03,38.8,121.2667,37.4,48,20,8.95
543,San Jose,US,2021-03-20 20:27:40,37.3394,-121.895,60.01,47,40,14.97
544,San Policarpo,PH,2021-03-20 20:29:03,12.1791,125.5072,80.94,84,98,13.06
545,Ust-Kuyga,RU,2021-03-20 20:29:03,70.0167,135.6,-16.26,99,99,0.87
546,Lamar,US,2021-03-20 20:29:03,33.6668,-95.5836,64.0,39,1,8.05
